trial,step,signal,clicked_paper_id,nearest_centroid_pre,pre_update_max_cosine_st,pre_update_theta_deg,post_update_max_cosine_same_paper,post_update_theta_same_paper_deg,future_liked_mean_similarity,off_thread_drift_cosine_distance,precision_at_5,strong_precision_at_5,mean_relevance_at_5,ndcg_at_5,target_share_at_5,redundancy_at_5
7,11,like,trial07-clicked_target-057,0,0.9640741348266602,15.40458837162385,0.973934531211853,13.11047062102567,0.9670612215995789,0.0,1.0,1.0,1.0,1.0,0.2,0.5731581449508667
7,12,like,trial07-clicked_target-001,0,0.9689742922782898,14.309609375793016,0.9775025844573975,12.176473645373717,0.9689832329750061,0.0,1.0,1.0,1.0,1.0,0.2,0.569374680519104
8,1,save,trial08-clicked_target-020,0,0.4507838785648346,63.206012085471166,0.6254321336746216,51.286088051083965,0.6168992519378662,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.572769045829773
8,2,like,trial08-clicked_target-033,0,0.631190836429596,50.86196496522551,0.7212657928466797,43.840914240046004,0.7012795805931091,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.572769045829773
8,3,save,trial08-clicked_target-010,0,0.7049360275268555,45.1756239569534,0.8071188926696777,36.18461297828035,0.7939756512641907,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.572769045829773
8,4,like,trial08-clicked_target-047,0,0.7960342168807983,37.246950555087885,0.8490027189254761,31.89663528159666,0.8401615023612976,0.0,1.0,1.0,1.0,1.0,0.2,0.5741559267044067
8,5,save,trial08-clicked_target-022,0,0.8321712613105774,33.6775706293326,0.8924394845962524,26.818589572496226,0.8891076445579529,0.0,1.0,1.0,1.0,1.0,0.2,0.5703074336051941
8,6,like,trial08-clicked_target-034,0,0.887344241142273,27.458600552146798,0.9175176024436951,23.43417135171514,0.9120767116546631,0.0,1.0,1.0,1.0,1.0,0.2,0.5695517659187317
8,7,like,trial08-clicked_target-082,0,0.9101364016532898,24.475791965627934,0.9343839287757874,20.87115876444297,0.9290817379951477,0.0,1.0,1.0,1.0,1.0,0.2,0.5703074336051941
8,8,save,trial08-clicked_target-013,0,0.9269187450408936,22.040512843222366,0.9538215398788452,17.480060827629213,0.945828378200531,0.0,1.0,1.0,1.0,1.0,0.2,0.5695517659187317
8,9,like,trial08-clicked_target-059,0,0.9458808898925781,18.93613398775176,0.9606504440307617,16.126571360512457,0.9537228941917419,0.0,1.0,1.0,1.0,1.0,0.2,0.5703074336051941
8,10,save,trial08-clicked_target-017,0,0.9534831047058105,17.54450167004092,0.9707210063934326,13.898920764285107,0.9612836241722107,0.0,1.0,1.0,1.0,1.0,0.2,0.5703074336051941
8,11,save,trial08-clicked_target-110,0,0.9621866941452026,15.806584974583041,0.9762294292449951,12.517612249756631,0.965842068195343,0.0,1.0,1.0,1.0,1.0,0.2,0.5703074336051941
8,12,like,trial08-clicked_target-029,0,0.9639980792999268,15.420984653994084,0.9738792181015015,13.124435088959485,0.9685173034667969,0.0,1.0,1.0,1.0,1.0,0.2,0.572111189365387
9,1,save,trial09-clicked_target-118,0,0.5941588282585144,53.547309922177085,0.7298922538757324,43.12263792235866,0.7193328142166138,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.5722745656967163
9,2,save,trial09-clicked_target-054,0,0.7169466614723206,44.197036875842755,0.8153223395347595,35.380753432422686,0.807342529296875,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.5722745656967163
9,3,save,trial09-clicked_target-075,0,0.804186224937439,36.46826239197562,0.8739668130874634,29.077066856075227,0.8666613101959229,0.0,1.0,1.0,1.0,1.0,0.2,0.5698941946029663
9,4,save,trial09-clicked_target-067,0,0.8609331250190735,30.578483897375985,0.9112597703933716,24.319972886053204,0.9060327410697937,0.0,1.0,1.0,1.0,1.0,0.2,0.5698941946029663
9,5,like,trial09-clicked_target-043,0,0.9081476926803589,24.749381563729525,0.9329158663749695,21.10599436063191,0.924127459526062,0.0,1.0,1.0,1.0,1.0,0.2,0.5775989294052124
9,6,like,trial09-clicked_target-035,0,0.9237126111984253,22.524978496364884,0.9443866014480591,19.19821741919209,0.937753438949585,0.0,1.0,1.0,1.0,1.0,0.2,0.5750211477279663
9,7,save,trial09-clicked_target-039,0,0.9353793263435364,20.710485601824825,0.9592183828353882,16.419387357322336,0.9514092803001404,0.0,1.0,1.0,1.0,1.0,0.2,0.5750211477279663
9,8,save,trial09-clicked_target-068,0,0.9487200975418091,18.428280136799234,0.9677006006240845,14.601947815679745,0.9602026343345642,0.0,1.0,1.0,1.0,1.0,0.2,0.5715521574020386
9,9,save,trial09-clicked_target-076,0,0.9590719938278198,16.449034056966614,0.9742599129676819,13.028026343921132,0.9654453992843628,0.0,1.0,1.0,1.0,1.0,0.2,0.5750211477279663
9,10,save,trial09-clicked_target-016,0,0.963243842124939,15.58267418001157,0.9768977165222168,12.339704166735984,0.9690033793449402,0.0,1.0,1.0,1.0,1.0,0.2,0.5735510587692261
9,11,like,trial09-clicked_target-004,0,0.967853307723999,14.567201326148584,0.9766864776611328,12.396210759097784,0.9708124399185181,0.0,1.0,1.0,1.0,1.0,0.2,0.5734612345695496
9,12,save,trial09-clicked_target-034,0,0.9710960388183594,13.80918252133788,0.9818536043167114,10.931801931274725,0.9719908833503723,0.0,1.0,1.0,1.0,1.0,0.2,0.5697701573371887
10,1,save,trial10-clicked_target-065,0,0.5387699604034424,57.40005608184054,0.6901683211326599,46.35656557952321,0.6769711971282959,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.5711356401443481
10,2,save,trial10-clicked_target-093,0,0.6728533506393433,47.7123284002085,0.7850466966629028,38.27500266158228,0.7783464789390564,0.0,1.0,0.8,0.9,0.9395225786842207,0.0,0.5711356401443481
10,3,save,trial10-clicked_target-099,0,0.7869271039962769,38.100735228349585,0.8624932765960693,30.402308878403865,0.8455291390419006,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,4,like,trial10-clicked_target-082,0,0.8450982570648193,32.31753516290297,0.8860085010528564,27.624115593961058,0.8793964385986328,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,5,like,trial10-clicked_target-072,0,0.8837864398956299,27.897451831126602,0.9148764610290527,23.81181103060398,0.9041222929954529,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,6,save,trial10-clicked_target-002,0,0.907372772693634,24.85522390275426,0.9413015842437744,19.72869800518018,0.9289438724517822,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,7,like,trial10-clicked_target-038,0,0.9242916107177734,22.438222786611917,0.9448124170303345,19.12388588824834,0.9419012665748596,0.0,1.0,1.0,1.0,1.0,0.2,0.5657466650009155
10,8,like,trial10-clicked_target-037,0,0.941126823425293,19.75833907590825,0.957169771194458,16.82965535519634,0.950947105884552,0.0,1.0,1.0,1.0,1.0,0.2,0.5657466650009155
10,9,like,trial10-clicked_target-029,0,0.9515823721885681,17.902242747668147,0.9648196697235107,15.242952542075086,0.9573508501052856,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,10,like,trial10-clicked_target-033,0,0.9545887112617493,17.333125824020357,0.9670157432556152,14.756793719749657,0.9625071287155151,0.0,1.0,1.0,1.0,1.0,0.2,0.5712255239486694
10,11,like,trial10-clicked_target-024,0,0.961782693862915,15.891342596253722,0.9722645878791809,13.525828092047018,0.965997040271759,0.0,1.0,1.0,1.0,1.0,0.2,0.5744138360023499
10,12,save,trial10-clicked_target-076,0,0.9655633568763733,15.08003268353964,0.9783629179000854,11.940518169074664,0.9690437316894531,0.0,1.0,1.0,1.0,1.0,0.2,0.565864622592926
