trial,step,feedback_type,preupdate_max_cosine_to_liked,preupdate_angle_deg_to_liked,nearest_centroid_idx,feed_mean_similarity,feed_mean_similarity_to_target,feed_mean_relevance_at_20,feed_strict_precision_at_20,feed_soft_precision_at_20,picked_paper_true_relevance,picked_paper_target_similarity
4,6,save,0.944984495639801,19.093768361714062,0,0.9606234431266785,0.9053149819374084,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9480173587799072
4,7,save,0.9380785822868347,20.26865686079144,0,0.9600051045417786,0.9053149819374084,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9450339674949646
4,8,save,0.94940584897995,18.30358140202383,0,0.9608587622642517,0.9039484858512878,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9476163387298584
4,9,like,0.936819314956665,20.47591591691898,0,0.9609453678131104,0.904583752155304,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9486932158470154
4,10,like,0.9474116563796997,18.663978777457025,0,0.9611437320709229,0.904346764087677,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9488453269004822
4,11,like,0.9433013200759888,19.38642669463677,0,0.961327850818634,0.9039499163627625,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9499028921127319
4,12,like,0.9434858560562134,19.354548726401,0,0.961724579334259,0.9044510722160339,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9478415250778198
5,1,save,0.9278535842895508,21.897337672497805,0,0.9544685482978821,0.8998396992683411,0.5,0.3333333333333333,0.6666666666666666,1.0,0.935495913028717
5,2,save,0.9317058324813843,21.29769624443706,0,0.9539710879325867,0.9039513468742371,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9333353638648987
5,3,save,0.9239463210105896,22.489998245689037,0,0.9516165852546692,0.906788170337677,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9357802867889404
5,4,like,0.9283781051635742,21.816613618232267,0,0.9535199999809265,0.9068589806556702,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9418843388557434
5,5,like,0.9358351826667786,20.63650392171728,0,0.9535660743713379,0.906083345413208,0.5,0.3333333333333333,0.6666666666666666,1.0,0.945325493812561
5,6,save,0.9182716012001038,23.325304377693772,0,0.9538270831108093,0.9077033400535583,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9386755228042603
5,7,like,0.9459985494613647,18.915349175309185,0,0.952739417552948,0.9074223637580872,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9461994767189026
5,8,like,0.9348651170730591,20.793635397102797,0,0.9540376663208008,0.9082446098327637,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9370794296264648
5,9,save,0.935330331325531,20.718422050583456,0,0.953260600566864,0.9082446694374084,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9433047771453857
5,10,save,0.9366739392280579,20.499713692160206,0,0.9524650573730469,0.9082446098327637,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9421106576919556
5,11,like,0.9269207715988159,22.040203422175534,0,0.9534175992012024,0.9069790244102478,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9364556670188904
5,12,like,0.9408177733421326,19.810652633683148,0,0.9526858329772949,0.9072858691215515,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9427189230918884
6,1,save,0.9464237689971924,18.840049066611858,0,0.9666020274162292,0.902061939239502,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9586682319641113
6,2,like,0.9429705739021301,19.443436218433792,0,0.9663004875183105,0.9022651314735413,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9514382481575012
6,3,save,0.9497941732406616,18.23260238686386,0,0.9648749828338623,0.902061939239502,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9578289985656738
6,4,save,0.960647463798523,16.12718610505077,0,0.9641578793525696,0.902061939239502,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9586544632911682
6,5,like,0.9392874240875244,20.06776912153565,0,0.9646573066711426,0.9019443392753601,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9544439315795898
6,6,like,0.953140914440155,17.609425271106605,0,0.963895320892334,0.9019443392753601,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9572901129722595
6,7,save,0.9469908475875854,18.73917413910093,0,0.9629901051521301,0.9019443392753601,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9497343301773071
6,8,like,0.9333906769752502,21.030316214334466,0,0.9627272486686707,0.9022232890129089,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9490535259246826
6,9,like,0.9435471892356873,19.34394244133557,0,0.963100016117096,0.9021189212799072,0.5,0.3333333333333333,0.6666666666666666,1.0,0.947088360786438
6,10,save,0.9524216055870056,17.74514942479168,0,0.9626808166503906,0.9022651314735413,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9552288055419922
6,11,save,0.9545267224311829,17.34504323123185,0,0.9622344374656677,0.9022651314735413,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9554885029792786
6,12,like,0.9499110579490662,18.21118554810621,0,0.9626643061637878,0.9019443392753601,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9582898020744324
7,1,save,0.9251888990402222,22.303143395686146,0,0.9590049386024475,0.889316976070404,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9437766075134277
7,2,like,0.9221366047859192,22.75953481945475,0,0.9583912491798401,0.886469841003418,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9400526285171509
7,3,save,0.9353861808776855,20.709375039541058,0,0.9584701657295227,0.8893417716026306,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9425064921379089
7,4,save,0.9375126957893372,20.36204434170275,0,0.9577723145484924,0.8893417716026306,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9446766972541809
7,5,save,0.926562488079071,22.09484326163361,0,0.9572402834892273,0.8893417716026306,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9320945739746094
7,6,save,0.9159174561500549,23.663644217413033,0,0.9557921290397644,0.8906869888305664,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9306250810623169
7,7,save,0.9317176938056946,21.29582508109261,0,0.9635248184204102,0.8668832182884216,0.5,0.5,0.5,1.0,0.9362374544143677
7,8,save,0.9410922527313232,19.764197532716437,0,0.9635372757911682,0.8668832182884216,0.5,0.5,0.5,1.0,0.9451881647109985
7,9,like,0.9390147924423218,20.11324352399137,0,0.9652490615844727,0.8668832182884216,0.5,0.5,0.5,1.0,0.940718948841095
7,10,save,0.9344269037246704,20.864246342074452,0,0.9546816945075989,0.8900744318962097,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9367371201515198
7,11,save,0.9315434694290161,21.323293816056868,0,0.9628872871398926,0.866087794303894,0.5,0.5,0.5,1.0,0.9400944709777832
7,12,save,0.9266548752784729,22.080766091654333,0,0.9648704528808594,0.8650985956192017,0.5,0.5,0.5,1.0,0.9392118453979492
8,1,save,0.9201437830924988,23.052888902847762,0,0.9678685069084167,0.934294581413269,0.6000000238418579,0.4,0.8,1.0,0.9473168849945068
8,2,save,0.9494054317474365,18.30365752199508,0,0.9687538146972656,0.9350188970565796,0.6000000238418579,0.4,0.8,1.0,0.9507213234901428
8,3,save,0.9351227879524231,20.752008743954143,0,0.9677205085754395,0.9350921511650085,0.6000000238418579,0.4,0.8,1.0,0.9501990675926208
8,4,save,0.949596643447876,18.268740730888727,0,0.9664663076400757,0.9353005290031433,0.6000000238418579,0.4,0.8,1.0,0.9547281265258789
8,5,like,0.9501093626022339,18.174794325224546,0,0.9669113159179688,0.9351515769958496,0.6000000238418579,0.4,0.8,1.0,0.9524807333946228
8,6,save,0.9476476907730103,18.621673040230622,0,0.9653120040893555,0.9360311627388,0.6000000238418579,0.4,0.8,1.0,0.9452724456787109
8,7,save,0.939238429069519,20.075948669138427,0,0.966518759727478,0.9354093670845032,0.6000000238418579,0.4,0.8,1.0,0.9467464685440063
8,8,like,0.9454328417778015,19.01508227748923,0,0.9663845896720886,0.9341497421264648,0.6000000238418579,0.4,0.8,1.0,0.9495714902877808
8,9,save,0.9417818188667297,19.647024620864837,0,0.9666194915771484,0.9349468350410461,0.6000000238418579,0.4,0.8,1.0,0.952437162399292
8,10,like,0.9475314617156982,18.642516982283052,0,0.9675561785697937,0.9354093670845032,0.6000000238418579,0.4,0.8,1.0,0.9473897814750671
8,11,like,0.9426964521408081,19.490564098753364,0,0.967321515083313,0.9354093670845032,0.6000000238418579,0.4,0.8,1.0,0.9456650614738464
8,12,save,0.9435043334960938,19.35135402971014,0,0.9680755734443665,0.9344097375869751,0.6000000238418579,0.4,0.8,1.0,0.94928377866745
9,1,like,0.9231733083724976,22.60550220372217,0,0.9566510319709778,0.9021701216697693,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9434135556221008
9,2,like,0.9280772805213928,21.862945363784846,0,0.956445038318634,0.9021701216697693,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9409511089324951
9,3,save,0.9250136017799377,22.329593888119433,0,0.9572310447692871,0.9021701216697693,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9410197734832764
9,4,like,0.9351452589035034,20.748374784448963,0,0.9570133686065674,0.9015105366706848,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9328775405883789
9,5,like,0.9231780171394348,22.604800310676584,0,0.9560174942016602,0.9009523987770081,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9337328672409058
9,6,like,0.9217391014099121,22.818334353022266,0,0.9595297574996948,0.8950686454772949,0.5,0.4,0.6,1.0,0.9320377111434937
9,7,save,0.933253288269043,21.052240744181937,0,0.9539745450019836,0.9009451866149902,0.5,0.3333333333333333,0.6666666666666666,1.0,0.935043215751648
9,8,save,0.9349559545516968,20.778969726159676,0,0.962166428565979,0.8853405117988586,0.5,0.5,0.5,1.0,0.9445163011550903
9,9,like,0.9359173774719238,20.62313738576329,0,0.9527187347412109,0.9017621874809265,0.5,0.3333333333333333,0.6666666666666666,1.0,0.940334141254425
9,10,save,0.9395818710327148,20.018544736354475,0,0.953188419342041,0.900745153427124,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9365350604057312
9,11,like,0.9324549436569214,21.179212074914364,0,0.9525125622749329,0.9017621874809265,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9396105408668518
9,12,like,0.9314225912094116,21.342332030155603,0,0.9524398446083069,0.9017621874809265,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9454153180122375
10,1,like,0.9251425862312317,22.31013439840839,0,0.9585187435150146,0.9017400741577148,0.5,0.3333333333333333,0.6666666666666666,1.0,0.946544885635376
10,2,save,0.9215525388717651,22.84588167540987,0,0.957736074924469,0.9034690856933594,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9423329830169678
10,3,save,0.935879111289978,20.629361270544198,0,0.9569069743156433,0.903468906879425,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9434829354286194
10,4,like,0.920477032661438,23.00407922513428,0,0.9558455944061279,0.9045684933662415,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9362151622772217
10,5,like,0.9410073757171631,19.778573988196587,0,0.9552323818206787,0.902926504611969,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9440909624099731
10,6,like,0.9410970211029053,19.76338956882899,0,0.9607353210449219,0.8845795392990112,0.5,0.5,0.5,1.0,0.9449318647384644
10,7,like,0.941920280456543,19.623415863712534,0,0.9606298208236694,0.8845795392990112,0.5,0.5,0.5,1.0,0.9458234310150146
10,8,like,0.9320906400680542,21.236911390272805,0,0.959604024887085,0.8827974796295166,0.5,0.5,0.5,1.0,0.936656653881073
10,9,like,0.9238373041152954,22.50632163942498,0,0.9589519500732422,0.8845795392990112,0.5,0.5,0.5,1.0,0.9350185990333557
10,10,like,0.9443254470825195,19.208869958417335,0,0.9594741463661194,0.8845795392990112,0.5,0.5,0.5,1.0,0.9446544051170349
10,11,save,0.941071093082428,19.767782489982626,0,0.9540082812309265,0.9040260910987854,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9428000450134277
10,12,save,0.9347057342529297,20.819343822829182,0,0.9539334177970886,0.9031035900115967,0.5,0.3333333333333333,0.6666666666666666,1.0,0.9370043277740479
