mean_first_quartile_theta,mean_last_quartile_theta,mean_angle_ratio,mean_cosine_gain,final_mean_relevance_at_20,final_strict_precision_at_20,final_soft_precision_at_20
20.875045208461717,19.363577962500976,0.9269640094518514,0.009002278248469064,0.5300000071525574,0.3866666666666667,0.6733333333333335
