mean_first_quartile_theta,mean_last_quartile_theta,mean_angle_ratio,mean_cosine_gain,final_mean_relevance_at_20,final_strict_precision_at_20,final_soft_precision_at_20
87.32255564682436,86.0123248338376,0.9849911404210628,0.022776379684607186,0.0874107142857143,0.0,0.0
